Level,Code,Class title,Element Type Label English,Element Description English
2,RDS10504,Renewable energy,All examples,wave energy 
2,RDS10504,Renewable energy,All examples,wind energy 
2,RDS10504,Renewable energy,Exclusion(s),fuel cells and hydrogen-based energy systems  (See RDS10503 Energy transformation)
2,RDS10504,Renewable energy,Exclusion(s),hydrogen production from renewable energy sources  (See RDS10502 Preparation and production of energy sources)
2,RDS10505,Energy storage and distribution,Illustrative example(s),battery storage 
2,RDS10505,Energy storage and distribution,Illustrative example(s),carbon capture and storage 
2,RDS10505,Energy storage and distribution,Illustrative example(s),energy services and utilities 
2,RDS10505,Energy storage and distribution,Illustrative example(s),energy storage (except hydrogen) 
2,RDS10505,Energy storage and distribution,Illustrative example(s),energy systems analysis 
2,RDS10505,Energy storage and distribution,Illustrative example(s),energy transmission and distribution (except hydrogen) 
2,RDS10505,Energy storage and distribution,Illustrative example(s),hydrogen distribution 
2,RDS10505,Energy storage and distribution,Illustrative example(s),hydrogen storage 
2,RDS10505,Energy storage and distribution,Illustrative example(s),smart power grids 
2,RDS10505,Energy storage and distribution,All examples,battery storage 
2,RDS10505,Energy storage and distribution,All examples,carbon capture and storage 
2,RDS10505,Energy storage and distribution,All examples,energy services and utilities 
2,RDS10505,Energy storage and distribution,All examples,energy storage (except hydrogen) 
2,RDS10505,Energy storage and distribution,All examples,energy systems analysis 
2,RDS10505,Energy storage and distribution,All examples,energy transmission and distribution (except hydrogen) 
2,RDS10505,Energy storage and distribution,All examples,hydrogen distribution 
2,RDS10505,Energy storage and distribution,All examples,hydrogen storage 
2,RDS10505,Energy storage and distribution,All examples,smart power grids 
2,RDS10505,Energy storage and distribution,Exclusion(s),distribution of water  (See RDS10202 Water provision and waste services)
2,RDS10506,Energy conservation and efficiency,Illustrative example(s),commercial energy conservation and efficiency 
2,RDS10506,Energy conservation and efficiency,Illustrative example(s),energy conservation and efficiency in transport 
2,RDS10506,Energy conservation and efficiency,Illustrative example(s),energy efficiency in end uses 
2,RDS10506,Energy conservation and efficiency,Illustrative example(s),industrial energy conservation and efficiency 
2,RDS10506,Energy conservation and efficiency,Illustrative example(s),residential energy conservation and efficiency 
2,RDS10506,Energy conservation and efficiency,All examples,commercial energy conservation and efficiency 
2,RDS10506,Energy conservation and efficiency,All examples,energy conservation and efficiency in transport 
2,RDS10506,Energy conservation and efficiency,All examples,energy efficiency in end uses 
2,RDS10506,Energy conservation and efficiency,All examples,industrial energy conservation and efficiency 
2,RDS10506,Energy conservation and efficiency,All examples,residential energy conservation and efficiency 
2,RDS10506,Energy conservation and efficiency,Exclusion(s),design of buildings to minimise energy consumption in the finished building  (See RDS10402 Construction design)
2,RDS10506,Energy conservation and efficiency,Exclusion(s),minimisation of input waste (except water and energy)  (See RDS10201 Environmentally sustainable human activities)
2,RDS10506,Energy conservation and efficiency,Exclusion(s),"scientific activities related to research into pollution, except protection against harmful effects in town and country planning, and into environments affected by energy and greenhouse gas sequestration activities  (See RDS102 Environmental protection)"
2,RDS10506,Energy conservation and efficiency,Exclusion(s),water distribution and waste handling services provided by local councils and governments or private and non-profit waste management businesses  (See RDS10202 Water provision and waste services)
2,RDS10599,"Energy (except prospecting), n.e.c.",All examples,advancement of knowledge in energy activities 
1,RDS106,Industrial production and technology,Exclusion(s),scientific activities on industrial products and their manufacturing processes as an integral part of the pursuit of agriculture objectives  (See RDS108 Agriculture (including fisheries and forestry))
1,RDS106,Industrial production and technology,Exclusion(s),scientific activities on industrial products and their manufacturing processes as an integral part of the pursuit of defence objectives  (See RDS112 Defence)
1,RDS106,Industrial production and technology,Exclusion(s),scientific activities on industrial products and their manufacturing processes as an integral part of the pursuit of energy objectives (except exploration)  (See RDS105 Energy (except prospecting))
1,RDS106,Industrial production and technology,Exclusion(s),scientific activities on industrial products and their manufacturing processes as an integral part of the pursuit of space objectives  (See RDS103 Exploration and exploitation of space)
2,RDS10601,Industrial processes related to mineral resource,Illustrative example(s),basic metal production 
2,RDS10601,Industrial processes related to mineral resource,Illustrative example(s),cement products and concrete materials 
2,RDS10601,Industrial processes related to mineral resource,Illustrative example(s),ceramics 
2,RDS10601,Industrial processes related to mineral resource,Illustrative example(s),clay products 
2,RDS10601,Industrial processes related to mineral resource,Illustrative example(s),coated metal and metal-coated products 
2,RDS10601,Industrial processes related to mineral resource,Illustrative example(s),concentrating processes of ores 
2,RDS10601,Industrial processes related to mineral resource,Illustrative example(s),machined metal products 
2,RDS10601,Industrial processes related to mineral resource,Illustrative example(s),mining and extraction of mineral resources 
2,RDS10601,Industrial processes related to mineral resource,Illustrative example(s),plaster and plaster products 
2,RDS10601,Industrial processes related to mineral resource,Illustrative example(s),production of unrefined precious metal ingots and concentrates 
2,RDS10601,Industrial processes related to mineral resource,Illustrative example(s),structural glass and glass products 
2,RDS10601,Industrial processes related to mineral resource,Illustrative example(s),structural metal products 
2,RDS10601,Industrial processes related to mineral resource,All examples,basic metal production 
2,RDS10601,Industrial processes related to mineral resource,All examples,beneficiation and dressing of non-metallic minerals (including diamonds) 
2,RDS10601,Industrial processes related to mineral resource,All examples,beneficiation or dressing of iron ores 
2,RDS10601,Industrial processes related to mineral resource,All examples,cement products and concrete materials 
2,RDS10601,Industrial processes related to mineral resource,All examples,ceramics 
2,RDS10601,Industrial processes related to mineral resource,All examples,clay products 
2,RDS10601,Industrial processes related to mineral resource,All examples,coated metal and metal-coated products 
2,RDS10601,Industrial processes related to mineral resource,All examples,concentrating processes of ores 
2,RDS10601,Industrial processes related to mineral resource,All examples,machined metal products 
2,RDS10601,Industrial processes related to mineral resource,All examples,metal castings 
2,RDS10601,Industrial processes related to mineral resource,All examples,mining and extraction of mineral resources 
2,RDS10601,Industrial processes related to mineral resource,All examples,plaster and plaster products 
2,RDS10601,Industrial processes related to mineral resource,All examples,production of unrefined precious metal ingots and concentrates 
2,RDS10601,Industrial processes related to mineral resource,All examples,semi-finished metal products 
2,RDS10601,Industrial processes related to mineral resource,All examples,sheet metal products 
2,RDS10601,Industrial processes related to mineral resource,All examples,structural glass and glass products 
2,RDS10601,Industrial processes related to mineral resource,All examples,structural metal products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Illustrative example(s),bakery products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Illustrative example(s),beverages 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Illustrative example(s),butter and milk-derived fats and oils 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Illustrative example(s),flour and cereal food products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Illustrative example(s),nutraceuticals and functional foods 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Illustrative example(s),oils and fats 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Illustrative example(s),processed fish and seafood products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Illustrative example(s),processed fruit and vegetable products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Illustrative example(s),processed meat products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Illustrative example(s),"processed milk and cream (including powder, evaporated and condensed) "
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Illustrative example(s),soy products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Illustrative example(s),sugar and confectionery products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,bakery products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,beverages 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,butter and milk-derived fats and oils 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,carcass meat (including fish and seafood) 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,casein 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,cheese 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,flour and cereal food products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,fruit juices 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,natural vegetable fibres 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,nutraceuticals and functional foods 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,oils and fats 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,oilseeds (except canola) 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,organic fertilisers 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,prepared animal feed 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,processed fish and seafood products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,processed fruit and vegetable products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,processed meat products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,"processed milk and cream (including powder, evaporated and condensed) "
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,soy products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,sugar and confectionery products 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",All examples,whey (lacto-serum) 
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Exclusion(s),"cannabis products manufacturing  (See RDS10699 Industrial production and technology, n.e.c.)"
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Exclusion(s),"industrial processes related to wood, paper and fiber  (See RDS10604 Wood, wood products and paper)"
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Exclusion(s),"manufacturing of processed skins (for leather)  (See RDS10603 Leather products, fibre processing and textiles)"
2,RDS10602,"Industrial processes related to agricultural products (except wood, paper and fiber)",Exclusion(s),"tobacco products manufacturing  (See RDS10699 Industrial production and technology, n.e.c.)"
2,RDS10603,"Leather products, fibre processing and textiles",Illustrative example(s),clothing 
2,RDS10603,"Leather products, fibre processing and textiles",Illustrative example(s),"cotton, not carded or spun "
2,RDS10603,"Leather products, fibre processing and textiles",Illustrative example(s),"natural fibres, yarns and fabrics "
2,RDS10603,"Leather products, fibre processing and textiles",Illustrative example(s),non-fabric textiles 
2,RDS10603,"Leather products, fibre processing and textiles",Illustrative example(s),"processed skins, leather and leather products "
2,RDS10603,"Leather products, fibre processing and textiles",Illustrative example(s),"synthetic fibres, yarns and fabrics "
2,RDS10603,"Leather products, fibre processing and textiles",Illustrative example(s),wool scouring and top making 
2,RDS10603,"Leather products, fibre processing and textiles",All examples,clothing 
2,RDS10603,"Leather products, fibre processing and textiles",All examples,"cotton, not carded or spun "
2,RDS10603,"Leather products, fibre processing and textiles",All examples,"natural fibres, yarns and fabrics "
2,RDS10603,"Leather products, fibre processing and textiles",All examples,non-fabric textiles 
2,RDS10603,"Leather products, fibre processing and textiles",All examples,"processed skins, leather and leather products "
2,RDS10603,"Leather products, fibre processing and textiles",All examples,"synthetic fibres, yarns and fabrics "
2,RDS10603,"Leather products, fibre processing and textiles",All examples,wool scouring and top making 
2,RDS10603,"Leather products, fibre processing and textiles",Exclusion(s),"furniture manufacturing  (See RDS10699 Industrial production and technology, n.e.c.)"
2,RDS10604,"Wood, wood products and paper",Illustrative example(s),paper products (including coated paper) 
2,RDS10604,"Wood, wood products and paper",Illustrative example(s),printing and publishing processes 
2,RDS10604,"Wood, wood products and paper",Illustrative example(s),pulp and paper 
2,RDS10604,"Wood, wood products and paper",Illustrative example(s),reconstituted timber products 
2,RDS10604,"Wood, wood products and paper",Illustrative example(s),wood sawing and veneer 
2,RDS10604,"Wood, wood products and paper",All examples,paper products (including coated paper) 
2,RDS10604,"Wood, wood products and paper",All examples,printing and publishing processes 
2,RDS10604,"Wood, wood products and paper",All examples,pulp and paper 
2,RDS10604,"Wood, wood products and paper",All examples,reconstituted timber products 
2,RDS10604,"Wood, wood products and paper",All examples,wood sawing and veneer 
2,RDS10604,"Wood, wood products and paper",Exclusion(s),"furniture manufacturing  (See RDS10699 Industrial production and technology, n.e.c.)"
2,RDS10604,"Wood, wood products and paper",Exclusion(s),harvest and transportation of logs and other forest products  (See RDS10801 Forestry)
2,RDS10604,"Wood, wood products and paper",Exclusion(s),"prefabricated buildings manufacturing  (See RDS10699 Industrial production and technology, n.e.c.)"
2,RDS10604,"Wood, wood products and paper",Exclusion(s),printing and publishing of newspapers and other media publications  (See RDS11002 Media services)
2,RDS10605,Agricultural and industrial chemicals,Illustrative example(s),animal protection chemicals 
2,RDS10605,Agricultural and industrial chemicals,Illustrative example(s),chemical fertilisers 
2,RDS10605,Agricultural and industrial chemicals,Illustrative example(s),crop protection chemicals 
2,RDS10605,Agricultural and industrial chemicals,Illustrative example(s),industrial gases 
2,RDS10605,Agricultural and industrial chemicals,Illustrative example(s),inorganic industrial chemicals 
2,RDS10605,Agricultural and industrial chemicals,Illustrative example(s),lubricants 
2,RDS10605,Agricultural and industrial chemicals,Illustrative example(s),organic industrial chemicals 
2,RDS10605,Agricultural and industrial chemicals,Illustrative example(s),paints 
2,RDS10605,Agricultural and industrial chemicals,Illustrative example(s),plastic products (including construction materials) 
2,RDS10605,Agricultural and industrial chemicals,Illustrative example(s),plastics in primary forms 
2,RDS10605,Agricultural and industrial chemicals,Illustrative example(s),rubber and synthetic resins 
2,RDS10605,Agricultural and industrial chemicals,Illustrative example(s),soaps and cosmetics 
2,RDS10605,Agricultural and industrial chemicals,All examples,animal protection chemicals 
2,RDS10605,Agricultural and industrial chemicals,All examples,chemical fertilisers 
2,RDS10605,Agricultural and industrial chemicals,All examples,crop protection chemicals 
2,RDS10605,Agricultural and industrial chemicals,All examples,industrial gases 
2,RDS10605,Agricultural and industrial chemicals,All examples,inorganic industrial chemicals 
2,RDS10605,Agricultural and industrial chemicals,All examples,lubricants 
2,RDS10605,Agricultural and industrial chemicals,All examples,organic industrial chemicals 
2,RDS10605,Agricultural and industrial chemicals,All examples,paints 
2,RDS10605,Agricultural and industrial chemicals,All examples,plastic products (including construction materials) 
2,RDS10605,Agricultural and industrial chemicals,All examples,plastics in primary forms 
2,RDS10605,Agricultural and industrial chemicals,All examples,rubber and synthetic resins 
2,RDS10605,Agricultural and industrial chemicals,All examples,soaps and cosmetics 
2,RDS10605,Agricultural and industrial chemicals,Exclusion(s),veterinary pharmaceutical products  (See RDS10606 Veterinary pharmaceutical products)
2,RDS10606,Veterinary pharmaceutical products,Illustrative example(s),veterinary biological preventatives 
2,RDS10606,Veterinary pharmaceutical products,Illustrative example(s),veterinary diagnostics 
2,RDS10606,Veterinary pharmaceutical products,Illustrative example(s),veterinary pharmaceutical treatments 
2,RDS10606,Veterinary pharmaceutical products,All examples,veterinary biological preventatives 
2,RDS10606,Veterinary pharmaceutical products,All examples,veterinary diagnostics 
2,RDS10606,Veterinary pharmaceutical products,All examples,veterinary pharmaceutical treatments 
2,RDS10606,Veterinary pharmaceutical products,Exclusion(s),"manufacturing of plant extracts which may be used as insecticides or repellents (e.g. pyrethrum)  (See RDS10602 Industrial processes related to agricultural products (except wood, paper and fiber))"
2,RDS10606,Veterinary pharmaceutical products,Exclusion(s),manufacturing of synthetic insecticides  (See RDS10605 Agricultural and industrial chemicals)
2,RDS10607,Transport equipment,Illustrative example(s),aerospace equipment 
2,RDS10607,Transport equipment,Illustrative example(s),automotive equipment 
2,RDS10607,Transport equipment,Illustrative example(s),nautical equipment 
2,RDS10607,Transport equipment,Illustrative example(s),rail equipment 
2,RDS10607,Transport equipment,All examples,aerospace equipment 
2,RDS10607,Transport equipment,All examples,automotive equipment 
2,RDS10607,Transport equipment,All examples,nautical equipment 
2,RDS10607,Transport equipment,All examples,rail equipment 
2,RDS10607,Transport equipment,Exclusion(s),construction of transport infrastructure  (See RDS10404 Construction processes)
2,RDS10607,Transport equipment,Exclusion(s),internal hydrogen combustion engines  (See RDS10503 Energy transformation)
2,RDS10607,Transport equipment,Exclusion(s),transport infrastructure (except its construction)  (See RDS10405 Transport systems)
2,RDS10608,Machinery and equipment (including automated machinery and equipment),Illustrative example(s),agricultural machinery and equipment 
2,RDS10608,Machinery and equipment (including automated machinery and equipment),Illustrative example(s),appliances and electrical machinery and equipment 
2,RDS10608,Machinery and equipment (including automated machinery and equipment),Illustrative example(s),industrial machinery and equipment 
2,RDS10608,Machinery and equipment (including automated machinery and equipment),Illustrative example(s),mining machinery and equipment 
2,RDS10608,Machinery and equipment (including automated machinery and equipment),All examples,agricultural machinery and equipment 
2,RDS10608,Machinery and equipment (including automated machinery and equipment),All examples,appliances and electrical machinery and equipment 
2,RDS10608,Machinery and equipment (including automated machinery and equipment),All examples,industrial machinery and equipment 
2,RDS10608,Machinery and equipment (including automated machinery and equipment),All examples,mining machinery and equipment 
2,RDS10608,Machinery and equipment (including automated machinery and equipment),Exclusion(s),"computers and electronic equipment, including consumer electronic equipment  (See RDS10609 Computer, electronic, optical products and communication equipment)"
2,RDS10608,Machinery and equipment (including automated machinery and equipment),Exclusion(s),transport equipment  (See RDS10607 Transport equipment)
2,RDS10609,"Computer, electronic, optical products and communication equipment",Illustrative example(s),computer and electronic office equipment 
2,RDS10609,"Computer, electronic, optical products and communication equipment",Illustrative example(s),consumer electronic equipment 
2,RDS10609,"Computer, electronic, optical products and communication equipment",Illustrative example(s),integrated circuits and devices 
2,RDS10609,"Computer, electronic, optical products and communication equipment",Illustrative example(s),integrated systems 
2,RDS10609,"Computer, electronic, optical products and communication equipment",Illustrative example(s),network infrastructure equipment 
2,RDS10609,"Computer, electronic, optical products and communication equipment",Illustrative example(s),processor modules 
2,RDS10609,"Computer, electronic, optical products and communication equipment",Illustrative example(s),robotics 
2,RDS10609,"Computer, electronic, optical products and communication equipment",Illustrative example(s),satellite navigation equipment 
2,RDS10609,"Computer, electronic, optical products and communication equipment",Illustrative example(s),telemetry equipment 
2,RDS10609,"Computer, electronic, optical products and communication equipment",Illustrative example(s),voice and data equipment 
2,RDS10609,"Computer, electronic, optical products and communication equipment",All examples,computer and electronic office equipment 
2,RDS10609,"Computer, electronic, optical products and communication equipment",All examples,consumer electronic equipment 
2,RDS10609,"Computer, electronic, optical products and communication equipment",All examples,integrated circuits and devices 
2,RDS10609,"Computer, electronic, optical products and communication equipment",All examples,integrated systems 
2,RDS10609,"Computer, electronic, optical products and communication equipment",All examples,network infrastructure equipment 
2,RDS10609,"Computer, electronic, optical products and communication equipment",All examples,processor modules 
2,RDS10609,"Computer, electronic, optical products and communication equipment",All examples,robotics 
2,RDS10609,"Computer, electronic, optical products and communication equipment",All examples,satellite navigation equipment 
2,RDS10609,"Computer, electronic, optical products and communication equipment",All examples,telemetry equipment 
2,RDS10609,"Computer, electronic, optical products and communication equipment",All examples,voice and data equipment 
2,RDS10609,"Computer, electronic, optical products and communication equipment",Exclusion(s),"development of computer software and the provision of programming services  (See RDS10610 Information systems, technologies and services)"
2,RDS10610,"Information systems, technologies and services",Illustrative example(s),application software packages 
2,RDS10610,"Information systems, technologies and services",Illustrative example(s),applied computing 
2,RDS10610,"Information systems, technologies and services",Illustrative example(s),artificial intelligence 
2,RDS10610,"Information systems, technologies and services",Illustrative example(s),computer systems 
2,RDS10610,"Information systems, technologies and services",Illustrative example(s),graphics 
2,RDS10610,"Information systems, technologies and services",Illustrative example(s),human-computer interactions 
2,RDS10610,"Information systems, technologies and services",Illustrative example(s),information security 
2,RDS10610,"Information systems, technologies and services",Illustrative example(s),information systems 
2,RDS10610,"Information systems, technologies and services",Illustrative example(s),machine learning 
2,RDS10610,"Information systems, technologies and services",All examples,application software packages 
2,RDS10610,"Information systems, technologies and services",All examples,applied computing 
2,RDS10610,"Information systems, technologies and services",All examples,artificial intelligence 
2,RDS10610,"Information systems, technologies and services",All examples,computer systems 
2,RDS10610,"Information systems, technologies and services",All examples,graphics 
2,RDS10610,"Information systems, technologies and services",All examples,human-computer interactions 
2,RDS10610,"Information systems, technologies and services",All examples,information security 
2,RDS10610,"Information systems, technologies and services",All examples,information systems 
2,RDS10610,"Information systems, technologies and services",All examples,machine learning 
2,RDS10610,"Information systems, technologies and services",Exclusion(s),animation and computer generated imagery services  (See RDS11002 Media services)
2,RDS10610,"Information systems, technologies and services",Exclusion(s),"computer programming or software services which is specific to media services, including video streaming software  (See RDS11002 Media services)"
2,RDS10610,"Information systems, technologies and services",Exclusion(s),"development and manufacturing of computer hardware  (See RDS10609 Computer, electronic, optical products and communication equipment)"
2,RDS10610,"Information systems, technologies and services",Exclusion(s),"whitewares, electrical appliances, automated machinery and other machinery and equipment  (See RDS10608 Machinery and equipment (including automated machinery and equipment))"
2,RDS10611,Measurement standards and calibration services,Illustrative example(s),agricultural and environmental standards 
2,RDS10611,Measurement standards and calibration services,Illustrative example(s),defence standards and calibrations 
2,RDS10611,Measurement standards and calibration services,Illustrative example(s),manufacturing standards and calibrations 
2,RDS10611,Measurement standards and calibration services,Illustrative example(s),service industries standards and calibrations 
2,RDS10611,Measurement standards and calibration services,All examples,agricultural and environmental standards 
2,RDS10611,Measurement standards and calibration services,All examples,defence standards and calibrations 
2,RDS10611,Measurement standards and calibration services,All examples,manufacturing standards and calibrations 
2,RDS10611,Measurement standards and calibration services,All examples,service industries standards and calibrations 
2,RDS10699,"Industrial production and technology, n.e.c.",Illustrative example(s),cannabis products manufacturing 
2,RDS10699,"Industrial production and technology, n.e.c.",Illustrative example(s),furniture manufacturing 
2,RDS10699,"Industrial production and technology, n.e.c.",Illustrative example(s),prefabricated buildings manufacturing 
2,RDS10699,"Industrial production and technology, n.e.c.",Illustrative example(s),tobacco products manufacturing 
2,RDS10699,"Industrial production and technology, n.e.c.",All examples,advancement of knowledge in activities related to industrial production and technology 
2,RDS10699,"Industrial production and technology, n.e.c.",All examples,cannabis products manufacturing 
2,RDS10699,"Industrial production and technology, n.e.c.",All examples,furniture manufacturing 
2,RDS10699,"Industrial production and technology, n.e.c.",All examples,"other industrial production and technology, n.e.c. "
2,RDS10699,"Industrial production and technology, n.e.c.",All examples,prefabricated buildings manufacturing 
2,RDS10699,"Industrial production and technology, n.e.c.",All examples,tobacco products manufacturing 
1,RDS107,Health,Exclusion(s),community services not directly impacting health  (See RDS11109 Family and social work)
1,RDS107,Health,Exclusion(s),"quarantine and control measures to prevent the entry of diseases into a country  (See RDS10204 Control of pests, diseases and exotic species)"
1,RDS107,Health,Exclusion(s),workplace safety  (See RDS11107 Work and labour market issues)
2,RDS10701,Human health procedures and pharmaceutical treatments,Illustrative example(s),diagnostic methods and tools 
2,RDS10701,Human health procedures and pharmaceutical treatments,Illustrative example(s),human biological preventatives 
2,RDS10701,Human health procedures and pharmaceutical treatments,Illustrative example(s),human pain management 
2,RDS10701,Human health procedures and pharmaceutical treatments,Illustrative example(s),human pharmaceutical treatments 
2,RDS10701,Human health procedures and pharmaceutical treatments,Illustrative example(s),surgical methods and procedures 
2,RDS10701,Human health procedures and pharmaceutical treatments,All examples,diagnostic methods and tools 
2,RDS10701,Human health procedures and pharmaceutical treatments,All examples,human biological preventatives 
2,RDS10701,Human health procedures and pharmaceutical treatments,All examples,human pain management 
2,RDS10701,Human health procedures and pharmaceutical treatments,All examples,human pharmaceutical treatments 
2,RDS10701,Human health procedures and pharmaceutical treatments,All examples,surgical methods and procedures 
2,RDS10701,Human health procedures and pharmaceutical treatments,Exclusion(s),"production of nutraceuticals  (See RDS10602 Industrial processes related to agricultural products (except wood, paper and fiber))"
2,RDS10702,Provision of care,Illustrative example(s),"acute and inpatient hospital care, and ambulatory care "
2,RDS10702,Provision of care,Illustrative example(s),allied health therapies 
2,RDS10702,Provision of care,Illustrative example(s),chronic care 
2,RDS10702,Provision of care,Illustrative example(s),community-based care 
2,RDS10702,Provision of care,Illustrative example(s),mental health services 
2,RDS10702,Provision of care,Illustrative example(s),nursing 
2,RDS10702,Provision of care,Illustrative example(s),palliative care 
2,RDS10702,Provision of care,Illustrative example(s),primary care (including family health teams) 
2,RDS10702,Provision of care,Illustrative example(s),specialized care 
2,RDS10702,Provision of care,Illustrative example(s),telehealth 
2,RDS10702,Provision of care,Illustrative example(s),"urgent and critical care, and emergency medicine "
2,RDS10702,Provision of care,All examples,"acute and inpatient hospital care, and ambulatory care "
2,RDS10702,Provision of care,All examples,allied health therapies 
2,RDS10702,Provision of care,All examples,chronic care 
2,RDS10702,Provision of care,All examples,community-based care 
2,RDS10702,Provision of care,All examples,mental health services 
2,RDS10702,Provision of care,All examples,nursing 
2,RDS10702,Provision of care,All examples,palliative care 
2,RDS10702,Provision of care,All examples,primary care (including family health teams) 
2,RDS10702,Provision of care,All examples,specialized care 
2,RDS10702,Provision of care,All examples,telehealth 
2,RDS10702,Provision of care,All examples,"urgent and critical care, and emergency medicine "
2,RDS10702,Provision of care,Exclusion(s),community services not directly impacting on health  (See RDS11109 Family and social work)
2,RDS10702,Provision of care,Exclusion(s),development of programs for the treatment of human diseases and disorders using human pharmaceutical products  (See RDS10701 Human health procedures and pharmaceutical treatments)
2,RDS10702,Provision of care,Exclusion(s),"health as it pertains to specific population groups (e.g., aged persons, indigenous communities, children, etc.)  (See RDS10704 Specific population health)"
2,RDS10702,Provision of care,Exclusion(s),health as it pertains to the general population  (See RDS10703 Public health (except specific population health))
2,RDS10703,Public health (except specific population health),Illustrative example(s),determinants of health 
2,RDS10703,Public health (except specific population health),Illustrative example(s),disease distribution and transmission (including surveillance and response) 
2,RDS10703,Public health (except specific population health),Illustrative example(s),health education and promotion 
2,RDS10703,Public health (except specific population health),Illustrative example(s),health policy 
2,RDS10703,Public health (except specific population health),Illustrative example(s),health protection and disaster response 
2,RDS10703,Public health (except specific population health),Illustrative example(s),health status and outcomes 
2,RDS10703,Public health (except specific population health),Illustrative example(s),health system performance (including effectiveness of interventions) 
2,RDS10703,Public health (except specific population health),Illustrative example(s),injury control 
2,RDS10703,Public health (except specific population health),Illustrative example(s),mental health 
2,RDS10703,Public health (except specific population health),Illustrative example(s),"preventive medicine and health interventions (including exercise, healthy behaviour, nutrition, and food safety) "
2,RDS10703,Public health (except specific population health),Illustrative example(s),social structure and health 
2,RDS10703,Public health (except specific population health),Illustrative example(s),substance abuse 
2,RDS10703,Public health (except specific population health),All examples,determinants of health 
2,RDS10703,Public health (except specific population health),All examples,disease distribution and transmission (including surveillance and response) 
2,RDS10703,Public health (except specific population health),All examples,health education and promotion 
2,RDS10703,Public health (except specific population health),All examples,health policy 
2,RDS10703,Public health (except specific population health),All examples,health protection and disaster response 
2,RDS10703,Public health (except specific population health),All examples,health status and outcomes 
2,RDS10703,Public health (except specific population health),All examples,health system performance (including effectiveness of interventions) 
2,RDS10703,Public health (except specific population health),All examples,injury control 
2,RDS10703,Public health (except specific population health),All examples,mental health 
2,RDS10703,Public health (except specific population health),All examples,"preventive medicine and health interventions (including exercise, healthy behaviour, nutrition, and food safety) "
2,RDS10703,Public health (except specific population health),All examples,social structure and health 
2,RDS10703,Public health (except specific population health),All examples,substance abuse 
2,RDS10703,Public health (except specific population health),All examples,well-being 
2,RDS10703,Public health (except specific population health),Exclusion(s),evaluation of health care programs and policies  (See RDS10702 Provision of care)
2,RDS10703,Public health (except specific population health),Exclusion(s),"public health of specific population groups (e.g., aged persons, indigenous communities, children, etc.)  (See RDS10704 Specific population health)"
2,RDS10703,Public health (except specific population health),Exclusion(s),"quarantine and control measures to prevent the entry of diseases into a country  (See RDS10204 Control of pests, diseases and exotic species)"
2,RDS10704,Specific population health,Illustrative example(s),global health 
2,RDS10704,Specific population health,Illustrative example(s),health related to ageing 
