Level,Code,Class title,Element Type Label,Exclusion Code,Element Description,
3,RDF10509,Geomatics and earth systems observations,Exclusion(s),,geomechanics (See RDF2010109 Geomechanics),
3,RDF10509,Geomatics and earth systems observations,Exclusion(s),,management of soil for agricultural production (See RDF4010101 Agricultural land management),
4,RDF1050902,Remote sensing applications (except remote sensing in geomatics and photogrammetry),Exclusion(s),,remote sensing associated with geomatics and photogrammetry (See RDF2080204 Remote sensing in geomatics and photogrammetry),
4,RDF1050902,Remote sensing applications (except remote sensing in geomatics and photogrammetry),Exclusion(s),,remote sensing in geomatics and photogrammetry (See RDF2080204 Remote sensing in geomatics and photogrammetry),
4,RDF1050902,Remote sensing applications (except remote sensing in geomatics and photogrammetry),Exclusion(s),,remote sensing of signal processing (See RDF2030312 Remote sensing of signal processing),
3,RDF10510,Natural environment sciences,Exclusion(s),,environmental biotechnology (See RDF20901 Environmental biotechnology),
4,RDF1051006,Ecological restoration (except bioremediation),Exclusion(s),,bioremediation (See RDF2090103 Bioremediation),
4,RDF1051006,Ecological restoration (except bioremediation),Exclusion(s),,bioremediation associated with soil restoration (See RDF2080104 Bioremediation and soil restoration),
4,RDF1051010,Ecotoxicology,Exclusion(s),,quantitative methods in forestry (See RDF4010414 Quantitative methods in forestry),
3,RDF10511,Soil sciences,Exclusion(s),,carbon capture engineering (See RDF2050101 Carbon capture engineering),
4,RDF1051102,Soil chemistry (except carbon sequestration science),Exclusion(s),,carbon capture engineering (See RDF2050101 Carbon capture engineering),
4,RDF1051102,Soil chemistry (except carbon sequestration science),Exclusion(s),,carbon sequestration science (See RDF1051108 Carbon sequestration science),
2,RDF106,Biological sciences,Exclusion(s),,applications of biological sciences in veterinary sciences (See RDF40301 Veterinary sciences),
2,RDF106,Biological sciences,Exclusion(s),,ecological applications (including ecology of invasive species) (See RDF10604 Ecological applications),
2,RDF106,Biological sciences,Exclusion(s),,astrobiology (See RDF1030101 Astrobiology),
2,RDF106,Biological sciences,Exclusion(s),,biochemistry associated with clinical medicine (See RDF302 Clinical medicine),
2,RDF106,Biological sciences,Exclusion(s),,biochemistry of crop and pasture (See RDF4010203 Crop and pasture biochemistry and physiology),
2,RDF106,Biological sciences,Exclusion(s),,bioinformatics (See RDF10208 Bioinformatics),
2,RDF106,Biological sciences,Exclusion(s),,"biological sciences associated with agricultural production or veterinary sciences (See RDF401 Agriculture, forestry, and fisheries)",
2,RDF106,Biological sciences,Exclusion(s),,"biological sciences associated with human health, medicine and life sciences (See RDF30 Medical, health and life sciences)",
2,RDF106,Biological sciences,Exclusion(s),,biostatistics (See RDF1010302 Biostatistical methods),
2,RDF106,Biological sciences,Exclusion(s),,chemical sciences (including organic and biomolecular chemistry) (See RDF104 Chemical sciences),
2,RDF106,Biological sciences,Exclusion(s),,clinical microbiology (See RDF3020202 Clinical microbiology),
2,RDF106,Biological sciences,Exclusion(s),,cognitive sciences (See RDF50102 Cognitive sciences),
2,RDF106,Biological sciences,Exclusion(s),,"fisheries (including aquaculture), for primary production (See RDF40105 Fisheries sciences)",
2,RDF106,Biological sciences,Exclusion(s),,food microbiology (See RDF4040202 Food microbiology),
2,RDF106,Biological sciences,Exclusion(s),,genetic engineering of agricultural crops (See RDF40401 Agricultural biotechnology),
2,RDF106,Biological sciences,Exclusion(s),,geomicrobiology (See RDF1050314 Geomicrobiology),
2,RDF106,Biological sciences,Exclusion(s),,history and philosophy of biological sciences (See RDF6030307 History and philosophy of science (including non-historical philosophy of science)),
2,RDF106,Biological sciences,Exclusion(s),,mathematical biology (See RDF1010206 Mathematical biology),
2,RDF106,Biological sciences,Exclusion(s),,medical human physiology (See RDF30106 Human physiology),
2,RDF106,Biological sciences,Exclusion(s),,medical microbiology (See RDF30103 Medical microbiology),
2,RDF106,Biological sciences,Exclusion(s),,"medical, health and physiological aspects of neurosciences (See RDF30104 Neurosciences, medical and physiological and health aspects)",
2,RDF106,Biological sciences,Exclusion(s),,"palaeobotany and palynology, other than that associated with ecological studies (See RDF1050316 Paleontology (including palynology))",
2,RDF106,Biological sciences,Exclusion(s),,palaeontology other than that associated with paleoecological studies (See RDF1050316 Paleontology (including palynology)),
2,RDF106,Biological sciences,Exclusion(s),,paleobiology (See RDF1050315 Paleobiology),
2,RDF106,Biological sciences,Exclusion(s),,technological applications of biology (See RDF20-21 Engineering and technology),
2,RDF106,Biological sciences,Exclusion(s),,vascular and endothelial biology (See RDF3020107 Vascular and endothelial biology),
2,RDF106,Biological sciences,Exclusion(s),,veterinary microbiology (See RDF4030107 Veterinary parasitology),
3,RDF10601,Biochemistry,Exclusion(s),,"biochemistry and proteomics associated with medical, health and life sciences (See RDF30 Medical, health and life sciences)",
3,RDF10601,Biochemistry,Exclusion(s),,biochemistry of agricultural plants (See RDF40401 Agricultural biotechnology),
3,RDF10601,Biochemistry,Exclusion(s),,biomolecular and medicinal chemistry (See RDF10405 Biomolecular and medicinal chemistry),
3,RDF10601,Biochemistry,Exclusion(s),,"chemistry (including organic and inorganic, and biomolecular chemistry) (See RDF104 Chemical sciences)",
4,RDF1060106,Nucleic acids studies,Exclusion(s),,environmental molecular engineering of nucleic acids (See RDF2090106 Environmental molecular engineering of nucleic acids and proteins),
4,RDF1060106,Nucleic acids studies,Exclusion(s),,industrial molecular engineering of nucleic acids (See RDF2100106 Industrial molecular engineering of nucleic acids and proteins),
4,RDF1060106,Nucleic acids studies,Exclusion(s),,medical molecular engineering of nucleic acids (See RDF3040103 Medical molecular engineering of nucleic acids and proteins),
4,RDF1060109,Chemical genetics,Exclusion(s),,neurogenetics (See RDF1061103 Neurogenetics),
3,RDF10602,Cell biology,Exclusion(s),,cell and molecular biology specific to animals (See RDF1061002 Animal cell and molecular biology),
3,RDF10602,Cell biology,Exclusion(s),,cell and molecular biology specific to plants (See RDF1060902 Plant cell and molecular biology),
3,RDF10603,Ecology (except applications),Exclusion(s),,animal physiological ecology (See RDF1061005 Animal physiological ecology),
3,RDF10603,Ecology (except applications),Exclusion(s),,ecological applications (including ecology of invasive species) (See RDF10604 Ecological applications),
3,RDF10603,Ecology (except applications),Exclusion(s),,microbial ecology (See RDF1060704 Microbial ecology and evolution),
3,RDF10603,Ecology (except applications),Exclusion(s),,palaeontology other than that associated with paleoecological studies (See RDF1050316 Paleontology (including palynology)),
3,RDF10603,Ecology (except applications),Exclusion(s),,"population and ecological genetics (See RDF1060611 Population, ecological and evolutionary genetics)",
4,RDF1060302,Community ecology (except invasive species ecology),Exclusion(s),,invasive species ecology (See RDF1060403 Invasive species ecology),
4,RDF1060303,Ecological physiology (except plant ecology),Exclusion(s),,plant ecophysiology (See RDF1060309 Plant physiological ecology),
3,RDF10604,Ecological applications,Exclusion(s),,ecological applications in biodiversity (See RDF1051002 Biodiversity),
3,RDF10604,Ecological applications,Exclusion(s),,ecological applications in conservation genetics (See RDF1060603 Conservation genetics),
3,RDF10604,Ecological applications,Exclusion(s),,"evolutionary genetics and molecular evolution (See RDF1060611 Population, ecological and evolutionary genetics)",
3,RDF10604,Ecological applications,Exclusion(s),,"population and ecological genetics (See RDF1060611 Population, ecological and evolutionary genetics)",
3,RDF10605,Biological evolution,Exclusion(s),,animal breeding (See RDF4020101 Animal breeding),
3,RDF10605,Biological evolution,Exclusion(s),,cancer genetics (See RDF3010205 Cancer genetics),
3,RDF10605,Biological evolution,Exclusion(s),,chemical genetics (See RDF1060109 Chemical genetics),
3,RDF10605,Biological evolution,Exclusion(s),,"clinical genetics, except for cancer (See RDF3020214 Clinical genetics (except cancer genetics))",
3,RDF10605,Biological evolution,Exclusion(s),,fish genetics (See RDF4010505 Fish physiology and genetics),
3,RDF10605,Biological evolution,Exclusion(s),,genetically modified animals (See RDF4040106 Genetically modified animals),
3,RDF10605,Biological evolution,Exclusion(s),,genetically modified field crops and pastures (See RDF4040103 Genetically modified field crops and pastures),
3,RDF10605,Biological evolution,Exclusion(s),,genetically modified horticulture plants (See RDF4040104 Genetically modified horticulture plants),
3,RDF10605,Biological evolution,Exclusion(s),,genetically modified trees (See RDF4040105 Genetically modified trees),
3,RDF10605,Biological evolution,Exclusion(s),,genetics associated with agricultural biotechnology (See RDF40401 Agricultural biotechnology),
3,RDF10605,Biological evolution,Exclusion(s),,genetics associated with clinical sciences (See RDF30202 Clinical sciences),
3,RDF10605,Biological evolution,Exclusion(s),,immunogenetics (See RDF3010106 Immunogenetics (including genetic immunology)),
3,RDF10605,Biological evolution,Exclusion(s),,livestock cloning (See RDF4040107 Livestock cloning),
4,RDF1060501,Systematics and taxonomy (except speciation),Exclusion(s),,speciation (See RDF1060509 Speciation (evolutionary processes)),
3,RDF10606,Genetics,Exclusion(s),,chemical genetics (See RDF1060109 Chemical genetics),
3,RDF10606,Genetics,Exclusion(s),,genetic immunology (See RDF3010106 Immunogenetics (including genetic immunology)),
3,RDF10606,Genetics,Exclusion(s),,microbial genetics (See RDF1060703 Microbial genetics),
3,RDF10606,Genetics,Exclusion(s),,neurogenetics (See RDF1061103 Neurogenetics),
4,RDF1060609,Genomics,Exclusion(s),,algorithms and computational genomics (See RDF1020801 Algorithms and computational genomics),
4,RDF1060609,Genomics,Exclusion(s),,environmental metagenomics (See RDF1060312 Environmental metagenomics),
4,RDF1060609,Genomics,Exclusion(s),,epigenomics (See RDF1060605 Epigenetics and epigenomics),
4,RDF1060609,Genomics,Exclusion(s),,nutrigenomics (See RDF3030103 Dietetics and nutrigenomics),
4,RDF1060609,Genomics,Exclusion(s),,paleogenomics (See RDF1060615 Paleogenomics),
4,RDF1060609,Genomics,Exclusion(s),,pharmacogenomics (See RDF3010502 Pharmacogenomics),
4,RDF1060611,"Population, ecological and evolutionary genetics",Exclusion(s),,neurogenetics (See RDF1061103 Neurogenetics),
4,RDF1060611,"Population, ecological and evolutionary genetics",Exclusion(s),,statistical genetics (See RDF1060613 Statistical genetics),
4,RDF1060612,Quantitative genetics (including disease and trait mapping genetics),Exclusion(s),,chemical genetics (See RDF1060109 Chemical genetics),
4,RDF1060612,Quantitative genetics (including disease and trait mapping genetics),Exclusion(s),,neurogenetics (See RDF1061103 Neurogenetics),
4,RDF1060701,Parasitology,Exclusion(s),,environmental microbiology (See RDF1060709 Environmental microbiology (including air microbiology)),
4,RDF1060702,Bacteriology,Exclusion(s),,environmental microbiology (See RDF1060709 Environmental microbiology (including air microbiology)),
4,RDF1060705,Microbial physiology,Exclusion(s),,medical human physiology (See RDF30106 Human physiology),
4,RDF1060706,Mycology,Exclusion(s),,environmental microbiology (See RDF1060709 Environmental microbiology (including air microbiology)),
4,RDF1060707,Virology,Exclusion(s),,environmental microbiology (See RDF1060709 Environmental microbiology (including air microbiology)),
4,RDF1060708,Microbiome,Exclusion(s),,environmental microbiology (See RDF1060709 Environmental microbiology (including air microbiology)),
3,RDF10608,Animal physiology,Exclusion(s),,animal physiological ecology (See RDF1061005 Animal physiological ecology),
3,RDF10608,Animal physiology,Exclusion(s),,physiology related to specific aspects of animal production or veterinary practice (See RDF40 Agricultural and veterinary sciences),
3,RDF10608,Animal physiology,Exclusion(s),,veterinary sciences (See RDF40301 Veterinary sciences),
3,RDF10609,Plant biology,Exclusion(s),,basic ecological research (ecology) (See RDF10603 Ecology (except applications)),
3,RDF10609,Plant biology,Exclusion(s),,cell and molecular biology not specific to plants or animals (See RDF10602 Cell biology),
3,RDF10609,Plant biology,Exclusion(s),,ecological applications (including ecology of invasive species) (See RDF10604 Ecological applications),
3,RDF10609,Plant biology,Exclusion(s),,"palaeobotany and palynology, other than that associated with ecological studies (See RDF1050316 Paleontology (including palynology))",
3,RDF10609,Plant biology,Exclusion(s),,paleontology and palynology (See RDF1050315 Paleobiology),
3,RDF10609,Plant biology,Exclusion(s),,phylogeny (See RDF1060508 Phylogeny and comparative analysis),
3,RDF10609,Plant biology,Exclusion(s),,"plant science or plant pathology associated with agriculture, forestry or primary production (See RDF401 Agriculture, forestry, and fisheries)",
3,RDF10609,Plant biology,Exclusion(s),,plant systematics and taxonomy (See RDF1060501 Systematics and taxonomy (except speciation)),
3,RDF10610,Zoology,Exclusion(s),,animal bioethics (See RDF6030201 Bioethics (humans and animals)),
3,RDF10610,Zoology,Exclusion(s),,animal physiology (See RDF10608 Animal physiology),
3,RDF10610,Zoology,Exclusion(s),,animal systematics and taxonomy (See RDF1060501 Systematics and taxonomy (except speciation)),
3,RDF10610,Zoology,Exclusion(s),,cell and molecular biology not specific to plants or animals (See RDF10602 Cell biology),
3,RDF10610,Zoology,Exclusion(s),,computational neurosciences (See RDF1020803 Computational neurosciences),
3,RDF10610,Zoology,Exclusion(s),,human immune system (See RDF30101 Immunology),
3,RDF10610,Zoology,Exclusion(s),,marine ichthyology (See RDF1060305 Marine ecology (including marine ichthyology)),
3,RDF10610,Zoology,Exclusion(s),,"medical, health and physiological aspects of neurosciences (See RDF30104 Neurosciences, medical and physiological and health aspects)",
3,RDF10610,Zoology,Exclusion(s),,neurology (See RDF3020227 Neurology),
3,RDF10610,Zoology,Exclusion(s),,palaeontology other than that associated with paleoecological studies (See RDF1050316 Paleontology (including palynology)),
3,RDF10610,Zoology,Exclusion(s),,phylogeny (See RDF1060508 Phylogeny and comparative analysis),
3,RDF10610,Zoology,Exclusion(s),,use of live animals for purposes of primary production (See RDF40201 Animal production),
4,RDF1061007,Invertebrate biology (except insect biology),Exclusion(s),,insect biology (See RDF1061008 Insect biology),
3,RDF10611,"Neurosciences, biological and chemical aspects",Exclusion(s),,applied behavioural neurology and neuropsychiatry (See RDF3010423 Applied behavioral neurology and neuropsychiatry),
2,RDF201,"Civil engineering, maritime engineering, transport engineering, and mining engineering",Exclusion(s),,environmental engineering (See RDF20801 Environmental engineering),
2,RDF201,"Civil engineering, maritime engineering, transport engineering, and mining engineering",Exclusion(s),,history and philosophy of engineering (See RDF6030304 History and philosophy of engineering and technology),
3,RDF20101,Civil engineering,Exclusion(s),,acoustics and noise control other than architectural acoustics (See RDF2049901 Acoustics and noise control (except architectural acoustics)),
3,RDF20101,Civil engineering,Exclusion(s),,aerospace engineering (See RDF20401 Aerospace engineering),
3,RDF20101,Civil engineering,Exclusion(s),,agricultural hydrology (See RDF4040111 Agricultural hydrology),
3,RDF20101,Civil engineering,Exclusion(s),,architectural acoustics (See RDF6040203 Architectural science and technology (including architectural acoustics)),
3,RDF20101,Civil engineering,Exclusion(s),,automotive engineering (See RDF20402 Automotive engineering),
3,RDF20101,Civil engineering,Exclusion(s),,environmental engineering (See RDF20801 Environmental engineering),
3,RDF20101,Civil engineering,Exclusion(s),,geomatic surveying (See RDF2080205 Geomatic surveying (including hydrographic surveying)),
3,RDF20101,Civil engineering,Exclusion(s),,marine engineering (See RDF20102 Marine engineering),
3,RDF20101,Civil engineering,Exclusion(s),,materials engineering not associated with civil engineering applications (See RDF20601 Materials engineering),
3,RDF20101,Civil engineering,Exclusion(s),,soil hydrology (See RDF1050704 Soil hydrology),
3,RDF20101,Civil engineering,Exclusion(s),,surface water hydrology (See RDF1050703 Surface water hydrology),
3,RDF20101,Civil engineering,Exclusion(s),,transport planning (See RDF5070206 Transport planning),
3,RDF20101,Civil engineering,Exclusion(s),,wastewater treatment (See RDF2080105 Wastewater treatment (including water treatment processes)),
3,RDF20101,Civil engineering,Exclusion(s),,water treatment (See RDF2080105 Wastewater treatment (including water treatment processes)),
4,RDF2010101,Geotechnical engineering,Exclusion(s),,geotechnical engineering associated with petroleum engineering (See RDF2050110 Petroleum and reservoir engineering),
4,RDF2010101,Geotechnical engineering,Exclusion(s),,geotechnical engineering associated with resources engineering (See RDF20602 Resources engineering and extractive metallurgy),
4,RDF2010102,Building construction engineering,Exclusion(s),,infrastructure engineering (See RDF2010105 Infrastructure engineering),
4,RDF2010102,Building construction engineering,Exclusion(s),,structural engineering (See RDF2010106 Structural engineering),
4,RDF2010103,"Concrete, cementitious materials and other architectural and construction materials",Exclusion(s),,materials engineering not associated with civil engineering applications (See RDF20601 Materials engineering),
4,RDF2010105,Infrastructure engineering,Exclusion(s),,"transportation systems infrastructure engineering, for autonomous vehicles (See RDF2010307 Transportation systems infrastructure engineering for autonomous vehicles)",
4,RDF2010105,Infrastructure engineering,Exclusion(s),,water resources infrastructures engineering (See RDF2010107 Water resources infrastructure engineering),
4,RDF2010106,Structural engineering,Exclusion(s),,marine platform hydrodynamics engineering (See RDF2010204 Marine platform hydrodynamics engineering),
4,RDF2010106,Structural engineering,Exclusion(s),,marine platform structures engineering (See RDF2010205 Offshore engineering (including marine platform structures)),
4,RDF2010107,Water resources infrastructure engineering,Exclusion(s),,hydraulic engineering (See RDF2010108 Hydraulic engineering),
4,RDF2010108,Hydraulic engineering,Exclusion(s),,water resources infrastructures engineering (See RDF2010107 Water resources infrastructure engineering),
4,RDF2010109,Geomechanics,Exclusion(s),,geomechanics associated with petroleum engineering (See RDF2050110 Petroleum and reservoir engineering),
4,RDF2010109,Geomechanics,Exclusion(s),,geomechanics associated with resources engineering (See RDF20602 Resources engineering and extractive metallurgy),
3,RDF20102,Marine engineering,Exclusion(s),,fluidization and fluid mechanics and turbulent flows (See RDF2049908 Fluidization and fluid mechanics),
3,RDF20102,Marine engineering,Exclusion(s),,geomatic surveying (See RDF2080205 Geomatic surveying (including hydrographic surveying)),
3,RDF20102,Marine engineering,Exclusion(s),,land transport systems engineering (See RDF20103 Land transportation systems engineering),
4,RDF2010201,Naval architecture,Exclusion(s),,ocean engineering (See RDF2010203 Ship hydrodynamics),
4,RDF2010204,Marine platform hydrodynamics engineering,Exclusion(s),,ship hydrodynamics (See RDF2010203 Ship hydrodynamics),
4,RDF2010205,Offshore engineering (including marine platform structures),Exclusion(s),,marine platform hydrodynamics engineering (See RDF2010204 Marine platform hydrodynamics engineering),
3,RDF20103,Land transportation systems engineering,Exclusion(s),,intelligent transport systems (See RDF2020204 Intelligent transport systems),
4,RDF2010301,Traffic and highway engineering,Exclusion(s),,road safety engineering (See RDF2010304 Road safety engineering),
4,RDF2010301,Traffic and highway engineering,Exclusion(s),,"transportation systems infrastructure engineering, for autonomous vehicles (See RDF2010307 Transportation systems infrastructure engineering for autonomous vehicles)",
4,RDF2010302,Railway and airport engineering,Exclusion(s),,"transportation systems infrastructure engineering, for autonomous vehicles (See RDF2010307 Transportation systems infrastructure engineering for autonomous vehicles)",
4,RDF2010303,Public transportation engineering,Exclusion(s),,"transportation systems infrastructure engineering, for autonomous vehicles (See RDF2010307 Transportation systems infrastructure engineering for autonomous vehicles)",
4,RDF2010304,Road safety engineering,Exclusion(s),,"transportation systems infrastructure engineering, for autonomous vehicles (See RDF2010307 Transportation systems infrastructure engineering for autonomous vehicles)",
4,RDF2010305,Transportation demand modelling,Exclusion(s),,"transportation systems infrastructure engineering, for autonomous vehicles (See RDF2010307 Transportation systems infrastructure engineering for autonomous vehicles)",
4,RDF2010307,Transportation systems infrastructure engineering for autonomous vehicles,Exclusion(s),,intelligent transport systems (See RDF2020204 Intelligent transport systems),
3,RDF20104,Mining engineering,Exclusion(s),,mineral processing and metallurgy (See RDF20602 Resources engineering and extractive metallurgy),
4,RDF2010499,Mining engineering,Exclusion(s),,mineral processing and metallurgy (See RDF20602 Resources engineering and extractive metallurgy),
3,RDF20202,Systems engineering,Exclusion(s),,land transport systems engineering (See RDF20103 Land transportation systems engineering),
3,RDF20202,Systems engineering,Exclusion(s),,quality systems engineering (See RDF2020307 Quality systems engineering),
3,RDF20204,Biosystems and agricultural engineering,Exclusion(s),,food engineering (See RDF4040208 Food engineering),
1,RDF20-21,Engineering and technology,Exclusion(s),,food engineering (See RDF4040208 Food engineering),
1,RDF20-21,Engineering and technology,Exclusion(s),,forest engineering (See RDF4010413 Forest engineering),
1,RDF20-21,Engineering and technology,Exclusion(s),,medical biotechnology (See RDF30401 Medical biotechnology),
2,RDF203,"Electrical engineering, computer engineering, and information engineering",Exclusion(s),,history and philosophy of engineering (See RDF6030304 History and philosophy of engineering and technology),
2,RDF203,"Electrical engineering, computer engineering, and information engineering",Exclusion(s),,lasers associated with quantum electronics (See RDF1030303 Lasers and quantum electronics),
2,RDF203,"Electrical engineering, computer engineering, and information engineering",Exclusion(s),,molecular and organic electronics (See RDF2110113 Molecular and organic electronics),
2,RDF203,"Electrical engineering, computer engineering, and information engineering",Exclusion(s),,nanoelectronics (See RDF2110104 Nanoelectronics),
2,RDF203,"Electrical engineering, computer engineering, and information engineering",Exclusion(s),,neurorobotics (See RDF3010420 Neurorobotics),
2,RDF203,"Electrical engineering, computer engineering, and information engineering",Exclusion(s),,"optical communications (See RDF1030306 Photonics, optoelectronics and optical communications)",
2,RDF203,"Electrical engineering, computer engineering, and information engineering",Exclusion(s),,"optoelectronics associated with optical communications (See RDF1030306 Photonics, optoelectronics and optical communications)",
2,RDF203,"Electrical engineering, computer engineering, and information engineering",Exclusion(s),,quantum computing (See RDF1020404 Quantum computing),
2,RDF203,"Electrical engineering, computer engineering, and information engineering",Exclusion(s),,quantum optics (See RDF1030308 Quantum optics),
2,RDF203,"Electrical engineering, computer engineering, and information engineering",Exclusion(s),,software engineering (See RDF10203 Programming languages and software engineering),
3,RDF20301,Computer engineering,Exclusion(s),,"control theory (See RDF1010207 Calculus of variations, systems theory and control theory)",
3,RDF20301,Computer engineering,Exclusion(s),,electrical and electronic engineering associated with communications technologies (See RDF20302 Communications and networks technologies),
3,RDF20301,Computer engineering,Exclusion(s),,electronics (See RDF20306 Electronics),
3,RDF20301,Computer engineering,Exclusion(s),,lasers associated with quantum electronics (See RDF1030303 Lasers and quantum electronics),
3,RDF20301,Computer engineering,Exclusion(s),,mathematical software (See RDF1020207 Mathematical software),
3,RDF20301,Computer engineering,Exclusion(s),,mechanical engineering aspects of automation and control systems (See RDF204 Mechanical engineering),
3,RDF20301,Computer engineering,Exclusion(s),,molecular and organic electronics (See RDF2110113 Molecular and organic electronics),
3,RDF20301,Computer engineering,Exclusion(s),,nanoelectronics (See RDF2110104 Nanoelectronics),
3,RDF20301,Computer engineering,Exclusion(s),,optoelectronics (See RDF2030511 Optoelectronics),
3,RDF20301,Computer engineering,Exclusion(s),,quantum computing (See RDF1020404 Quantum computing),
3,RDF20301,Computer engineering,Exclusion(s),,robotics associated with artificial intelligence (See RDF1020102 Intelligent robotics),
3,RDF20301,Computer engineering,Exclusion(s),,robotics associated with automotive engineering (See RDF20402 Automotive engineering),
3,RDF20301,Computer engineering,Exclusion(s),,robotics associated with manufacturing engineering other than automotive (See RDF20403 Manufacturing engineering),
3,RDF20301,Computer engineering,Exclusion(s),,software engineering (See RDF10203 Programming languages and software engineering),
4,RDF2030101,Systems software,Exclusion(s),,software engineering (See RDF10203 Programming languages and software engineering),
4,RDF2030103,Middleware systems,Exclusion(s),,robotics associated with artificial intelligence (See RDF1020102 Intelligent robotics),
4,RDF2030103,Middleware systems,Exclusion(s),,robotics associated with biomedical engineering (See RDF2070108 Biomedical robotics),
4,RDF2030104,Computer systems engineering,Exclusion(s),,middleware systems (See RDF2030103 Middleware systems),
4,RDF2030104,Computer systems engineering,Exclusion(s),,systems software (See RDF2030101 Systems software),
4,RDF2030110,Hardware and software for computer security,Exclusion(s),,biomedical instrumentation (See RDF2070103 Biomedical instrumentation (including diagnostics)),
4,RDF2030110,Hardware and software for computer security,Exclusion(s),,software engineering (See RDF10203 Programming languages and software engineering),
3,RDF20302,Communications and networks technologies,Exclusion(s),,data encryption (See RDF1020209 Encryption and cryptography),
3,RDF20302,Communications and networks technologies,Exclusion(s),,"photonics and optoelectronics associated with optical communications (See RDF1030306 Photonics, optoelectronics and optical communications)",
3,RDF20302,Communications and networks technologies,Exclusion(s),,"quantum information, computation associated with communications (See RDF1030604 Quantum information, computation and communication)",
3,RDF20302,Communications and networks technologies,Exclusion(s),,remote sensing in geomatics and photogrammetry (See RDF2080204 Remote sensing in geomatics and photogrammetry),
3,RDF20302,Communications and networks technologies,Exclusion(s),,"satellite and space vehicle design and testing (See RDF2040108 Satellites, space vehicles and missiles design and testing)",
4,RDF2030209,Network science and engineering,Exclusion(s),,communications and network control systems (See RDF2030216 Communications and network control systems),
4,RDF2030209,Network science and engineering,Exclusion(s),,network protocols and architectures (See RDF2030208 Network protocols and architectures),
4,RDF2030209,Network science and engineering,Exclusion(s),,optical networks (See RDF2030215 Optical networks),
4,RDF2030209,Network science and engineering,Exclusion(s),,service network management systems (See RDF2030207 Service network management systems),
4,RDF2030209,Network science and engineering,Exclusion(s),,software-defined networks (See RDF2030205 Software-defined network (SDN)),
4,RDF2030217,Networked robotics and automation,Exclusion(s),,neurorobotics (See RDF3010420 Neurorobotics),
4,RDF2030217,Networked robotics and automation,Exclusion(s),,robotics and automation associated with automotive engineering (See RDF20402 Automotive engineering),
4,RDF2030217,Networked robotics and automation,Exclusion(s),,robotics and automation associated with manufacturing engineering other than automotive (See RDF20403 Manufacturing engineering),
4,RDF2030217,Networked robotics and automation,Exclusion(s),,robotics associated with artificial intelligence (See RDF1020102 Intelligent robotics),
4,RDF2030217,Networked robotics and automation,Exclusion(s),,robotics associated with biomedical engineering (See RDF2070108 Biomedical robotics),
3,RDF20303,Data analytics and signal processing,Exclusion(s),,biomedical signal processing (See RDF2070107 Biomedical signal processing),
3,RDF20303,Data analytics and signal processing,Exclusion(s),,computer software development (See RDF10203 Programming languages and software engineering),
3,RDF20303,Data analytics and signal processing,Exclusion(s),,integrated circuits (See RDF20306 Electronics),
3,RDF20303,Data analytics and signal processing,Exclusion(s),,modems and computer communication networks (See RDF20302 Communications and networks technologies),
3,RDF20303,Data analytics and signal processing,Exclusion(s),,optical signal processing (See RDF2030517 Optical signal processing),
3,RDF20303,Data analytics and signal processing,Exclusion(s),,"optoelectronics associated with optical communications (See RDF1030306 Photonics, optoelectronics and optical communications)",
4,RDF2030307,Computer vision in data analytics and signal processing,Exclusion(s),,computer vision in artificial intelligence (See RDF1020112 Computer vision in artificial intelligence),
4,RDF2030309,Bio-signal processing and analysis,Exclusion(s),,biomedical signal processing (See RDF2070107 Biomedical signal processing),
4,RDF2030403,Renewable energy systems (except smart systems engineering),Exclusion(s),,smart renewal energy systems engineering (See RDF2020203 Intelligent renewable energy systems),
4,RDF2030407,Power system operation,Exclusion(s),,smart power grids (See RDF2030406 Smart power grids),
3,RDF20305,"Electromagnetics, photonics and optics",Exclusion(s),,classical and physical optics (See RDF1030302 Classical and physical optics),
3,RDF20305,"Electromagnetics, photonics and optics",Exclusion(s),,geoelectromagnetics (See RDF1050401 Geoelectrics and geoelectromagnetics),
3,RDF20305,"Electromagnetics, photonics and optics",Exclusion(s),,nonlinear optics associated with spectroscopy (See RDF1030304 Nonlinear optics and spectroscopy),
3,RDF20305,"Electromagnetics, photonics and optics",Exclusion(s),,optical properties of materials (See RDF1040606 Optical properties of materials),
3,RDF20305,"Electromagnetics, photonics and optics",Exclusion(s),,"photonics and electro-optical engineering associated with optical communications (See RDF1030306 Photonics, optoelectronics and optical communications)",
3,RDF20305,"Electromagnetics, photonics and optics",Exclusion(s),,quantum optics (See RDF1030308 Quantum optics),
4,RDF2030510,Photonics and electro-optical engineering,Exclusion(s),,"photonics and electro-optical engineering associated with optical communications (See RDF1030306 Photonics, optoelectronics and optical communications)",
4,RDF2030511,Optoelectronics,Exclusion(s),,"optoelectronics associated with optical communications (See RDF1030306 Photonics, optoelectronics and optical communications)",
4,RDF2030521,Nonlinear optics,Exclusion(s),,nonlinear optics associated with spectroscopy (See RDF1030304 Nonlinear optics and spectroscopy),
3,RDF20306,Electronics,Exclusion(s),,lasers associated with quantum electronics (See RDF1030303 Lasers and quantum electronics),
3,RDF20306,Electronics,Exclusion(s),,molecular and organic electronics (See RDF2110113 Molecular and organic electronics),
3,RDF20306,Electronics,Exclusion(s),,nanoelectronics (See RDF2110104 Nanoelectronics),
3,RDF20306,Electronics,Exclusion(s),,optoelectronics (See RDF2030511 Optoelectronics),
